Entity1,Relation,Entity2
Narrative Television Network,received,Emmy Award
Narrative Television Network,received,Media Access Award
Narrative Television Network,received,International Film and Video Award
Narrative Television Network,offers,Text Only version
Mizlou Television Network,active,1962
Mizlou Television Network,active,1991
Mizlou Television Network,re-established,1992
Mizlou Television Network,based in,Tampa
Mizlou Television Network,branched out,cable sports channels
Greg Cook,published in,Nickelodeon Magazine
Greg Cook,published in,Pulse
Greg Cook,published in,The Believer
Greg Cook,published in,New Art Examiner
Greg Cook,published in,Arthur
Greg Cook,published in,NON
Greg Cook,published in,L'Association's Comix 2000
Rede Manchete,founded by,Adolpho Bloch
Rede Manchete,based in,Rio de Janeiro
Rede Manchete,remained on air,May 1999
Rede Manchete,part of,Grupo Bloch
Rede Manchete,published by,Bloch Editores
KTN News Kenya,created by,Kenya Television Network
KTN News Kenya,based in,Kenya
KTN News Kenya,associates with,current events
KTN News Kenya,mostly news,"updates, and stories"
KTN News Kenya,one of the fastest growing TV stations,Kenya
KTN News Kenya,has great content,sports
KTN News Kenya,has great content,documentaries
KTN News Kenya,has great content,investigative features
Sony,developed,PlayStation 2
Sony,developed,PlayStation Portable
Steven Seagal,starred in,Into the Sun
Doctor Who,television programme,British science fiction
Immediate Media Company,published,Doctor Who Adventures
Panini Comics,published,Doctor Who Adventures
Hunan,provincial government,"owns, Hunan Broadcasting System"
Qinghai,province,"based in, Hunan Broadcasting System"
Qinghai,province,"based in, Hunan Broadcasting System"
North America,expanded to,"Hunan Broadcasting System, May 2009"
Jim Stovall,founded,Narrative Television Network
Jim Stovall,received,Emmy Award
Jim Stovall,received,Media Access Award
Jim Stovall,received,International Film and Video Award
Mizlou Communications,Inc.,"active, 1962"
Mizlou Communications,Inc.,"active, 1991"
Mizlou Communications,Inc.,"re-established, 1992"
Mizlou Communications,Inc.,"based in, Tampa"
Mizlou Communications,Inc.,"branched out, cable sports channels"
Adolpho Bloch,founded,Rede Manchete
Adolpho Bloch,based in,Rio de Janeiro
Adolpho Bloch,remained on air,May 1999
Adolpho Bloch,part of,Grupo Bloch
Adolpho Bloch,published by,Bloch Editores
Grupo Bloch,published,Manchete
Grupo Bloch,part of,Rede Manchete
Bloch Editores,published,Manchete
Bloch Editores,part of,Grupo Bloch
Kenya Television Network,created,KTN News Kenya
Kenya Television Network,based in,Kenya
Kenya Television Network,associates with,current events
Kenya Television Network,mostly news,"updates, and stories"
Kenya Television Network,one of the fastest growing TV stations,Kenya
Kenya Television Network,has great content,sports
Kenya Television Network,has great content,documentaries
Kenya Television Network,has great content,investigative features
TV stations,one of the fastest growing,KTN News Kenya
TV stations,has great content,sports
TV stations,has great content,documentaries
TV stations,has great content,investigative features
China,third biggest television network,Hunan Broadcasting System
China,third biggest television network,Golden Eagle Broadcasting System
China Central Television,biggest television network,China
JiangSu Broadcasting Corporation,biggest television network,China
Hunan Broadcasting System,based in,Changsha
Hunan Broadcasting System,based in,Qinghai
Hunan Broadcasting System,expanded to,"North America, May 2009"
North America,expanded to,"Hunan Broadcasting System, May 2009"
China Central Television,biggest television network,China
JiangSu Broadcasting Corporation,biggest television network,China
Hunan,province,"owns, Hunan Broadcasting System"
Qinghai,province,"based in, Hunan Broadcasting System"
Qinghai,province,"based in, Hunan Broadcasting System"
Jim Stovall,received,Emmy Award
Jim Stovall,received,Media Access Award
Jim Stovall,received,International Film and Video Award
Narrative Television Network,offers,Text Only version
Mizlou Television Network,Inc.,"active, 1962"
Mizlou Television Network,Inc.,"active, 1991"
Mizlou Television Network,Inc.,"re-established, 1992"
Mizlou Television Network,Inc.,"based in, Tampa"
Mizlou Television Network,Inc.,"branched out, cable sports channels"
Greg Cook,published in,Nickelodeon Magazine
Greg Cook,published in,Pulse
Greg Cook,published in,The Believer
Greg Cook,published in,New Art Examiner
Greg Cook,published in,Arthur
Greg Cook,published in,NON
Greg Cook,published in,L'Association's Comix 2000
Rede Manchete,founded by,Adolpho Bloch
Rede Manchete,based in,Rio de Janeiro
Rede Manchete,remained on air,May 1999
Rede Manchete,part of,Grupo Bloch
Rede Manchete,published by,Bloch Editores
KTN News Kenya,created by,Kenya Television Network
KTN News Kenya,based in,Kenya
KTN News Kenya,associates with,current events
KTN News Kenya,mostly news,"updates, and stories"
KTN News Kenya,one of the fastest growing TV stations,Kenya
KTN News Kenya,has great content,sports
KTN News Kenya,has great content,documentaries
KTN News Kenya,has great content,investigative features
Sony,developed,PlayStation 2
Sony,developed,PlayStation Portable
Steven Seagal,starred in,Into the Sun
Doctor Who,television programme,British science fiction
Immediate Media Company,published,Doctor Who Adventures
Panini Comics,published,Doctor Who Adventures
Hunan,provincial government,"owns, Hunan Broadcasting System"
Qinghai,province,"based in, Hunan Broadcasting System"
Qinghai,province,"based in, Hunan Broadcasting System"
North America,expanded to,"Hunan Broadcasting System, May 2009"
Jim Stovall,founded,Narrative Television Network
Jim Stovall,received,Emmy Award
Jim Stovall,received,Media Access Award
Jim Stovall,received,International Film and Video Award
Mizlou Communications,Inc.,"active, 1962"
Mizlou Communications,Inc.,"active, 1991"
Mizlou Communications,Inc.,"re-established, 1992"
Mizlou Communications,Inc.,"based in, Tampa"
Mizlou Communications,Inc.,"branched out, cable sports channels"
Adolpho Bloch,founded,Rede Manchete
Adolpho Bloch,based in,Rio de Janeiro
Adolpho Bloch,remained on air,May 1999
Adolpho Bloch,part of,Grupo Bloch
Adolpho Bloch,published by,Bloch Editores
Grupo Bloch,published,Manchete
Grupo Bloch,part of,Rede Manchete
Bloch Editores,published,Manchete
Bloch Editores,part of,Grupo Bloch
Kenya Television Network,created,KTN News Kenya
Kenya Television Network,based in,Kenya
Kenya Television Network,associates with,current events
Kenya Television Network,mostly news,"updates, and stories"
Kenya Television Network,one of the fastest growing TV stations,Kenya
Kenya Television Network,has great content,sports
Kenya Television Network,has great content,documentaries
Kenya Television Network,has great content,investigative features
TV stations,one of the fastest growing,KTN News Kenya
TV stations,has great content,sports
TV stations,has great content,documentaries
TV stations,has great content,investigative features
China,third biggest television network,Hunan Broadcasting System
China,third biggest television network,Golden Eagle Broadcasting System
China Central Television,biggest television network,China
JiangSu Broadcasting Corporation,biggest television network,China
Hunan Broadcasting System,based in,Changsha
Hunan Broadcasting System,based in,Qinghai
Hunan Broadcasting System,expanded to,"North America, May 2009"
North America,expanded to,"Hunan Broadcasting System, May 2009"
China Central Television,biggest television network,China
JiangSu Broadcasting Corporation,biggest television network,China
Hunan,province,"owns, Hunan Broadcasting System"
Qinghai,province,"based in, Hunan Broadcasting System"
Qinghai,province,"based in, Hunan Broadcasting System"
Kick,based in,Los Angeles
Kick,member,Japanese
Kick,member,American
Kick,published work,The Fast and the Furious
Kick,published work,PlayStation 2
Kick,published work,PlayStation Portable
Lemon Drop Kick,based in,Los Angeles
Lemon Drop Kick,member,Japanese
Lemon Drop Kick,member,American
Lemon Drop Kick,published work,The Fast and the Furious
Lemon Drop Kick,published work,PlayStation 2
Lemon Drop Kick,published work,PlayStation Portable
Doctor Who Adventures,based on,Doctor Who
Doctor Who Adventures,published by,Immediate Media Company
Doctor Who Adventures,published by,Panini Comics
Doctor Who Adventures,aimed at,6-13 year olds
Doctor Who Adventures,published every fortnight,2008
Doctor Who Adventures,published weekly,2008
Doctor Who Adventures,published every fortnight,May 2013
Doctor Who Adventures,published monthly,2014
Doctor Who Adventures,published bi-monthly,2016
Doctor Who Adventures,paused,June 2017
Hunan Broadcasting System,formerly known as,Golden Eagle Broadcasting System
Hunan Broadcasting System,owned by,Hunan provincial government
Hunan Broadcasting System,based in,Changsha
Hunan Broadcasting System,based in,Qinghai
Hunan Broadcasting System,expanded to,"North America, May 2009"
Narrative Television Network,founded by,Jim Stovall
Narrative Television Network,makes accessible,movies
Narrative Television Network,makes accessible,television shows
Narrative Television Network,makes accessible,educational programming
Narrative Television Network,received,Emmy Award
Narrative Television Network,received,Media Access Award
Narrative Television Network,received,International Film and Video Award
Narrative Television Network,offers,Text Only version
Mizlou Television Network,active,1962
Mizlou Television Network,active,1991
Mizlou Television Network,re-established,1992
Mizlou Television Network,based in,Tampa
Mizlou Television Network,branched out,cable sports channels
Greg Cook,published in,Nickelodeon Magazine
Greg Cook,published in,Pulse
Greg Cook,published in,The Believer
Greg Cook,published in,New Art Examiner
Greg Cook,published in,Arthur
Greg Cook,published in,NON
Greg Cook,published in,L'Association's Comix 2000
Rede Manchete,founded by,Adolpho Bloch
Rede Manchete,based in,Rio de Janeiro
Rede Manchete,remained on air,May 1999
Rede Manchete,part of,Grupo Bloch
Rede Manchete,published by,Bloch Editores
KTN News Kenya,created by,Kenya Television Network
KTN News Kenya,based in,Kenya
KTN News Kenya,associates with,current events
KTN News Kenya,mostly news,"updates, and stories"
KTN News Kenya,one of the fastest growing TV stations,Kenya
KTN News Kenya,has great content,sports
KTN News Kenya,has great content,documentaries
KTN News Kenya,has great content,investigative features
Sony,developed,PlayStation 2
Sony,developed,PlayStation Portable
Steven Seagal,starred in,Into the Sun
Doctor Who,television programme,British science fiction
Immediate Media Company,published,Doctor Who Adventures
Panini Comics,published,Doctor Who Adventures
Hunan,provincial government,"owns, Hunan Broadcasting System"
Qinghai,province,"based in, Hunan Broadcasting System"
North America,expanded to,"Hunan Broadcasting System, May 2009"
NHL),hosts,"Olympic figure skating competitions
17. National Hockey League (NHL"
"NBA) venue
20. National Basketball Association (NBA)",has venue,"Utah Jazz
21. Utah Jazz, is on a road trip during, 2002 Games
22. Meghan Christina Agosta, plays for, Montreal Stars
23. Meghan Christina Agosta, plays for, Canada women's national ice hockey team
24. Canada women's national ice hockey team, represents, Meghan Christina Agosta
25. Meghan Christina Agosta, wins gold medals at, 2006 Winter Olympics
26. Meghan Christina Agosta, wins gold medals at, 2010 Winter Olympics
27. Meghan Christina Agosta, wins gold medals at, 2014 Winter Olympics
28. Meghan Christina Agosta, is named MVP of, Women's Hockey Tournament
29. Women's Hockey Tournament, is hosted by, Meghan Christina Agosta
30. Women's Hockey Tournament, is hosted by, 2010 Winter Olympics
31. Women's World Championship, is played by, Meghan Christina Agosta
32. Women's World Championship, is played by, Canada women's national ice hockey team
33. Ice hockey, is hosted at, 46 venues
34. 46 venues, are used for, Ice hockey
35. 1920, has indoor ice hockey
36. 1920, has outdoor ice hockey
37. 1932, has outdoor ice hockey games moved indoors
38. 1932, has indoor ice hockey
39. 1964 Games, has indoor ice hockey
40. 2010 Winter Olympics, has indoor ice hockey
41. 2014 Winter Olympics, has indoor ice hockey
42. Paul Lloyd Martini, is a Canadian pair skater
43. Paul Lloyd Martini, is the Canadian national champion, 1979-1983
44. Paul Lloyd Martini, is the World champion, 1984
45. Paul Lloyd Martini, is the World Junior champion, 1978
46. Trevor Philp, is a Canadian specializing in slalom skiing
47. Trevor Philp, represents Canada, 2014 Winter Olympics
48. Trevor Philp, resides in, Calgary
49. 2014 Winter Olympics, is officially called, XXII Olympic Winter Games
50. 2014 Winter Olympics, is held in, Sochi
51. 2014 Winter Olympics, is organized by, Sochi Organizing Committee (SOOC"
SOOC),organizes,"2014 Winter Olympics
53. Sochi Organizing Committee (SOOC"
"Remix)""
21. The Beatnuts",released,"""Reign of the Tec""
22. The Beatnuts, released, ""We Got the Funk""
23. The Beatnuts, released, ""Beatnuts Forever""
24. The Beatnuts, released, ""Classic Nuts, Vol. 1""
25. Memphis, is associated with, Memphis rap
26. Memphis, is associated with, Memphis hip hop
27. Memphis, is associated with, Memphis horrorcore
28. Memphis, is associated with, Roland TR-808
29. Memphis rap, originated in, Memphis
30. Memphis hip hop, originated in, Memphis
31. Memphis horrorcore, originated in, Memphis
32. Black Sabbath, is sampled in, ""Reign of the Tec""
33. Brand Nubian, is sampled in, ""Reign of the Tec""
34. David Perez Shadi, directed, ""Reign of the Tec""
35. David Perez Shadi, directed, ""We Got the Funk""
36. DJ Fatboy, reviewed, ""Reign of the Tec""
37. RapReviews.com, published, review of ""Reign of the Tec""
38. Sochi, selected as host city, 2007
39. IOC, held session in, Guatemala City
40. 2014 Winter Paralympics, took place in, Sochi
41. Olympics, took place in, Sochi
42. 119th IOC Session, took place in, Guatemala City
43. 1980 Summer Olympics, took place in, Moscow
44. 1991, is the year, Soviet Union broke up
45. 1993, is the year, ""Reign of the Tec"" was released
46. 1994, is the year, ""Hellraiser (Remix"
"Alberta Sprint Canoe Racing Association)
5. Calgary Canoe Club",shares the reservoir with,"Calgary Rowing Club
6. Calgary Canoe Club, shares the reservoir with, Glenmore Sailing Club
7. Calgary Canoe Club, is located in, Calgary
8. Calgary Canoe Club, is located in, Alberta
9. Calgary Canoe Club, is located in, Canada
10. Calgary Canoe Club, operates in, Glenmore Reservoir
11. Calgary Rowing Club, shares the reservoir with, Calgary Canoe Club
12. Calgary Rowing Club, shares the reservoir with, Glenmore Sailing Club
13. Glenmore Sailing Club, shares the reservoir with, Calgary Canoe Club
14. Glenmore Sailing Club, shares the reservoir with, Calgary Rowing Club
15. Corporate Express, is an airline based in, Calgary
16. Corporate Express, has its main base at, Calgary International Airport
17. Corporate Express, operated air taxi and executive charter services, as well as scheduled services
18. Sunwest Aviation, is a charter airline based at, Calgary International Airport
19. Sunwest Aviation, has a fleet of, 46 aircraft
20. Sunwest Aviation, has 16 jets
21. Sunwest Aviation, took over the operations of, Alta Flights
22. Alta Flights, was taken over by, Sunwest Aviation
23. Sunwest Aviation, operates, Axe Lake Aerodrome
24. Cenovus Energy, operates, Axe Lake Aerodrome
25. John Bishop Ballem, was a member of, Crime Writers of Canada
26. John Bishop Ballem, was a member of, Probus Club of Calgary
27. John Bishop Ballem, was a member of, Air Crew Association of Alberta
28. John Bishop Ballem, was awarded the, Distinguished Service Award for Legal Scholarship
29. John Bishop Ballem, was a Calgary Herald world travels reporter
30. John Bishop Ballem, visited, McMurdo Sound
31. John Bishop Ballem, visited, Antarctica
32. Kenn Borek Air, is an airline based in, Calgary
33. Kenn Borek Air, operates, McMurdo Sound
34. Kenn Borek Air, operates, Antarctica
35. Kenn Borek Air, has its main base at, Calgary International Airport
36. Henry Perk, was the Chief Pilot of, Kenn Borek Air
37. Henry Perk, flew Twin Otter aircraft in, McMurdo Sound
38. Henry Perk, flew Twin Otter aircraft in, Antarctica
39. Alberta Citylink, is an airline based in, Medicine Hat
40. Alberta Citylink, operated domestic passenger service for, Air Canada
41. Alberta Citylink, had its main base at, Medicine Hat Airport
42. Enerjet (1263343 Alberta Inc."
